frame_id,timestamp,state,similarity,bbox
100,3.3333333333333335,LOCKED,0.9743895530700684,"516,211,218,609"
101,3.3666666666666667,LOCKED,0.971919059753418,"526,214,204,604"
102,3.4,LOCKED,0.9763284921646118,"526,213,204,602"
103,3.433333333333333,LOCKED,0.9668856263160706,"510,211,223,604"
104,3.466666666666667,LOCKED,0.9639023542404175,"510,210,226,605"
105,3.5,LOCKED,0.9624972343444824,"505,209,229,607"
106,3.533333333333333,LOCKED,0.9486355781555176,"507,208,229,608"
107,3.566666666666667,LOCKED,0.9372214078903198,"505,206,230,611"
108,3.6,LOCKED,0.9386802911758423,"504,207,229,612"
109,3.6333333333333333,LOCKED,0.9523247480392456,"510,209,224,608"
110,3.6666666666666665,LOCKED,0.9536164999008179,"514,211,221,607"
111,3.7,LOCKED,0.9497392177581787,"513,208,222,610"
112,3.7333333333333334,LOCKED,0.9596198797225952,"530,214,201,608"
113,3.7666666666666666,LOCKED,0.9424161911010742,"544,217,187,607"
114,3.8,LOCKED,0.9294835329055786,"544,215,182,609"
115,3.8333333333333335,LOCKED,0.9170856475830078,"542,215,182,611"
116,3.8666666666666667,LOCKED,0.920773983001709,"540,212,183,614"
117,3.9,LOCKED,0.9138290882110596,"540,209,183,620"
118,3.933333333333333,LOCKED,0.9167736768722534,"543,212,181,620"
119,3.966666666666667,LOCKED,0.8985497951507568,"541,214,187,620"
120,4.0,LOCKED,0.8857849836349487,"544,212,187,619"
121,4.033333333333333,LOCKED,0.9046533107757568,"540,211,184,621"
122,4.066666666666666,LOCKED,0.9113709330558777,"531,215,189,615"
123,4.1,LOCKED,0.9171555042266846,"537,214,182,617"
124,4.133333333333334,LOCKED,0.9133244752883911,"536,213,179,621"
125,4.166666666666667,LOCKED,0.9238457679748535,"529,213,184,622"
126,4.2,LOCKED,0.9267007112503052,"526,214,185,618"
127,4.233333333333333,LOCKED,0.9507277011871338,"520,212,195,615"
128,4.266666666666667,LOCKED,0.9328352212905884,"511,213,206,614"
129,4.3,LOCKED,0.9290227293968201,"512,213,209,612"
130,4.333333333333333,LOCKED,0.9396752119064331,"521,214,200,613"
131,4.366666666666666,LOCKED,0.9397760629653931,"518,214,208,610"
132,4.4,LOCKED,0.934372067451477,"519,214,208,614"
133,4.433333333333334,LOCKED,0.9403809309005737,"522,215,211,609"
134,4.466666666666667,LOCKED,0.9363526701927185,"517,215,220,612"
135,4.5,LOCKED,0.9313926100730896,"515,214,223,609"
136,4.533333333333333,LOCKED,0.9136013984680176,"507,213,239,608"
137,4.566666666666666,LOCKED,0.9071722030639648,"505,212,241,610"
138,4.6,LOCKED,0.9052688479423523,"497,213,250,610"
139,4.633333333333334,LOCKED,0.9060099720954895,"504,213,246,610"
140,4.666666666666667,LOCKED,0.8898277878761292,"502,212,249,612"
141,4.7,LOCKED,0.9286185503005981,"519,214,222,613"
142,4.733333333333333,LOCKED,0.9276450872421265,"519,215,221,613"
143,4.766666666666667,LOCKED,0.9393733739852905,"516,214,221,617"
144,4.8,LOCKED,0.9296633005142212,"512,214,225,616"
145,4.833333333333333,LOCKED,0.9348222017288208,"512,213,225,622"
146,4.866666666666666,LOCKED,0.9278110861778259,"514,214,219,622"
147,4.9,LOCKED,0.9325889945030212,"511,214,219,623"
148,4.933333333333334,LOCKED,0.9333531260490417,"508,214,222,623"
149,4.966666666666667,LOCKED,0.9338161945343018,"505,214,227,622"
150,5.0,LOCKED,0.9391019344329834,"508,214,221,617"
151,5.033333333333333,LOCKED,0.9470241069793701,"510,214,219,611"
152,5.066666666666666,LOCKED,0.9359180331230164,"511,214,217,612"
153,5.1,LOCKED,0.9465538263320923,"509,214,219,613"
154,5.133333333333334,LOCKED,0.9340792894363403,"502,213,230,613"
155,5.166666666666667,LOCKED,0.9321993589401245,"500,213,236,613"
156,5.2,LOCKED,0.9308969974517822,"500,213,236,613"
157,5.233333333333333,LOCKED,0.9326196908950806,"498,213,238,613"
158,5.266666666666667,LOCKED,0.9380073547363281,"500,213,236,613"
