frame_id,timestamp,state,similarity,bbox
100,3.3333333333333335,LOCKED,0.9784373641014099,"516,211,218,609"
101,3.3666666666666667,LOCKED,0.9764126539230347,"526,214,204,604"
102,3.4,LOCKED,0.9800857305526733,"526,213,204,602"
103,3.433333333333333,LOCKED,0.9720780849456787,"510,211,223,604"
104,3.466666666666667,LOCKED,0.9695724248886108,"510,210,226,605"
105,3.5,LOCKED,0.9683335423469543,"505,209,229,607"
106,3.533333333333333,LOCKED,0.9566686749458313,"507,208,229,608"
107,3.566666666666667,LOCKED,0.9470624923706055,"505,206,230,611"
108,3.6,LOCKED,0.9482971429824829,"504,207,229,612"
109,3.6333333333333333,LOCKED,0.9597979784011841,"510,209,224,608"
110,3.6666666666666665,LOCKED,0.9608941674232483,"514,211,221,607"
111,3.7,LOCKED,0.9576507210731506,"513,208,222,610"
112,3.7333333333333334,LOCKED,0.965991735458374,"530,214,201,608"
113,3.7666666666666666,LOCKED,0.9515038728713989,"544,217,187,607"
114,3.8,LOCKED,0.9405763149261475,"544,215,182,609"
115,3.8333333333333335,LOCKED,0.9301468729972839,"542,215,182,611"
116,3.8666666666666667,LOCKED,0.9332238435745239,"540,212,183,614"
117,3.9,LOCKED,0.9274044036865234,"540,209,183,620"
118,3.933333333333333,LOCKED,0.9298810362815857,"543,212,181,620"
119,3.966666666666667,LOCKED,0.9145928621292114,"541,214,187,620"
120,4.0,LOCKED,0.9039074182510376,"544,212,187,619"
121,4.033333333333333,LOCKED,0.9197254776954651,"540,211,184,621"
122,4.066666666666666,LOCKED,0.9253851175308228,"531,215,189,615"
123,4.1,LOCKED,0.9302107095718384,"537,214,182,617"
124,4.133333333333334,LOCKED,0.9269447326660156,"536,213,179,621"
125,4.166666666666667,LOCKED,0.935791552066803,"529,213,184,622"
126,4.2,LOCKED,0.9381983280181885,"526,214,185,618"
127,4.233333333333333,LOCKED,0.958395779132843,"520,212,195,615"
128,4.266666666666667,LOCKED,0.9433392286300659,"511,213,206,614"
129,4.3,LOCKED,0.9401758909225464,"512,213,209,612"
130,4.333333333333333,LOCKED,0.9491074085235596,"521,214,200,613"
131,4.366666666666666,LOCKED,0.9492286443710327,"518,214,208,610"
